NTD,Agency,Mode,TOS,Organization,UZA_ID,UZA_Name,UZA_Area,UZA_Pop,SA_Area,SA_Pop,Passenger_Miles,Unlinked_Trips,Avg_Trip_Length, Fares , Operating_Expenses , Average_Cost , Average_Fare 
40025,Chatham Area Transit Authority,FB,DO,Independent Public Agency or Authority of Transit Service,144,"Savannah, GA",165,260677,328,237736,299238,787468,0.38,875177,955195,1.21,1.11
40025,Chatham Area Transit Authority,MB,DO,Independent Public Agency or Authority of Transit Service,144,"Savannah, GA",165,260677,328,237736,10710456,3168774,3.38,4600010,19402125,6.12,1.45
40026,Manatee County Board of County Commissioners,DR,DO,"City, County or Local Government Unit or Department of Transportation",64,"Sarasota-Bradenton, FL",327,643260,743,368782,887803,98763,8.99,303241,4543619,46.01,3.07
40026,Manatee County Board of County Commissioners,MB,DO,"City, County or Local Government Unit or Department of Transportation",64,"Sarasota-Bradenton, FL",327,643260,743,368782,6617965,1475533,4.49,878190,10554694,7.15,0.60
40027,Pinellas Suncoast Transit Authority,DR,PT,Independent Public Agency or Authority of Transit Service,17,"Tampa-St. Petersburg, FL",957,2441770,304,1075854,2146222,362583,5.92,1503808,8055686,22.22,4.15
40027,Pinellas Suncoast Transit Authority,DR,TX,Independent Public Agency or Authority of Transit Service,17,"Tampa-St. Petersburg, FL",957,2441770,304,1075854,101957,16671,6.12,13707,244795,14.68,0.82
40027,Pinellas Suncoast Transit Authority,MB,DO,Independent Public Agency or Authority of Transit Service,17,"Tampa-St. Petersburg, FL",957,2441770,304,1075854,68174432,12792939,5.33,8753102,64730462,5.06,0.68
40027,Pinellas Suncoast Transit Authority,MB,PT,Independent Public Agency or Authority of Transit Service,17,"Tampa-St. Petersburg, FL",957,2441770,304,1075854,2322655,443441,5.24,259689,3002522,6.77,0.59
40028,Lee County,DR,DO,"City, County or Local Government Unit or Department of Transportation",78,"Cape Coral, FL",330,530290,814,735148,1760985,140593,12.53,686883,6894577,49.04,4.89
40028,Lee County,MB,DO,"City, County or Local Government Unit or Department of Transportation",78,"Cape Coral, FL",330,530290,814,735148,15690792,2971742,5.28,2386336,17713698,5.96,0.80
40028,Lee County,VP,PT,"City, County or Local Government Unit or Department of Transportation",78,"Cape Coral, FL",330,530290,814,735148,2629331,68567,38.35,155433,178499,2.60,2.27
40029,Broward County Board of County Commissioners,DR,PT,"City, County or Local Government Unit or Department of Transportation",4,"Miami, FL",1239,5502379,410,1951260,10695010,929125,11.51,1081535,30974477,33.34,1.16
40029,Broward County Board of County Commissioners,MB,DO,"City, County or Local Government Unit or Department of Transportation",4,"Miami, FL",1239,5502379,410,1951260,128957555,26202712,4.92,27830730,120492374,4.60,1.06
40029,Broward County Board of County Commissioners,MB,PT,"City, County or Local Government Unit or Department of Transportation",4,"Miami, FL",1239,5502379,410,1951260,821170,168618,4.87,62999,885680,5.25,0.37
40030,"City of Gainesville, FL",DR,PT,"City, County or Local Government Unit or Department of Transportation",187,"Gainesville, FL",87,187781,76,163990,518468,56719,9.14,168351,2043610,36.03,2.97
40030,"City of Gainesville, FL",MB,DO,"City, County or Local Government Unit or Department of Transportation",187,"Gainesville, FL",87,187781,76,163990,24323730,9149481,2.66,15937771,26034509,2.85,1.74
40030,"City of Gainesville, FL",VP,PT,"City, County or Local Government Unit or Department of Transportation",187,"Gainesville, FL",87,187781,76,163990,2109364,48907,43.13,145528,237371,4.85,2.98
40031,Lakeland Area Mass Transit District,DR,DO,Independent Public Agency or Authority of Transit Service,143,"Lakeland, FL",146,262596,77,708009,705587,107741,6.55,135963,8404780,78.01,1.26
40031,Lakeland Area Mass Transit District,MB,DO,Independent Public Agency or Authority of Transit Service,143,"Lakeland, FL",146,262596,77,708009,6722792,1187030,5.66,1134623,9563218,8.06,0.96
40032,County of Volusia,DR,DO,"City, County or Local Government Unit or Department of Transportation",109,"Palm Coast-Daytona Beach-Port Orange, FL",179,349064,1207,494593,2246876,242773,9.26,952505,7415764,30.55,3.92
40032,County of Volusia,DR,PT,"City, County or Local Government Unit or Department of Transportation",109,"Palm Coast-Daytona Beach-Port Orange, FL",179,349064,1207,494593,462418,63112,7.33,148154,1395784,22.12,2.35
40032,County of Volusia,DR,TX,"City, County or Local Government Unit or Department of Transportation",109,"Palm Coast-Daytona Beach-Port Orange, FL",179,349064,1207,494593,121750,14012,8.69,37362,420780,30.03,2.67
40032,County of Volusia,MB,DO,"City, County or Local Government Unit or Department of Transportation",109,"Palm Coast-Daytona Beach-Port Orange, FL",179,349064,1207,494593,13231747,3150416,4.20,2567333,17399248,5.52,0.81
40032,County of Volusia,VP,PT,"City, County or Local Government Unit or Department of Transportation",109,"Palm Coast-Daytona Beach-Port Orange, FL",179,349064,1207,494593,1150922,22412,51.35,111428,159871,7.13,4.97
40034,County of Miami-Dade ,CB,PT,"City, County or Local Government Unit or Department of Transportation",4,"Miami, FL",1239,5502379,306,2496435,12520534,328215,38.15,292197,2796567,8.52,0.89
40034,County of Miami-Dade ,DR,PT,"City, County or Local Government Unit or Department of Transportation",4,"Miami, FL",1239,5502379,306,2496435,23390064,1777925,13.16,6169450,59100022,33.24,3.47
40034,County of Miami-Dade ,HR,DO,"City, County or Local Government Unit or Department of Transportation",4,"Miami, FL",1239,5502379,306,2496435,136546053,18494501,7.38,15739393,94181839,5.09,0.85
40034,County of Miami-Dade ,MB,DO,"City, County or Local Government Unit or Department of Transportation",4,"Miami, FL",1239,5502379,306,2496435,242678905,47827138,5.07,63293834,357568873,7.48,1.32
40034,County of Miami-Dade ,MB,PT,"City, County or Local Government Unit or Department of Transportation",4,"Miami, FL",1239,5502379,306,2496435,6890174,1805006,3.82,1692834,8404116,4.66,0.94
40034,County of Miami-Dade ,MG,DO,"City, County or Local Government Unit or Department of Transportation",4,"Miami, FL",1239,5502379,306,2496435,8325839,8863809,0.94,0,26951600,3.04,0.00
40034,County of Miami-Dade ,VP,PT,"City, County or Local Government Unit or Department of Transportation",4,"Miami, FL",1239,5502379,306,2496435,15091960,482027,31.31,2001289,1446606,3.00,4.15
40035,Central Florida Regional Transportation Authority,DR,PT,Independent Public Agency or Authority of Transit Service,32,"Orlando, FL",598,1510516,2540,2134411,7564169,582170,12.99,2356303,27116626,46.58,4.05
40035,Central Florida Regional Transportation Authority,MB,DO,Independent Public Agency or Authority of Transit Service,32,"Orlando, FL",598,1510516,2540,2134411,140099824,22821804,6.14,21608261,102441513,4.49,0.95
40035,Central Florida Regional Transportation Authority,MB,PT,Independent Public Agency or Authority of Transit Service,32,"Orlando, FL",598,1510516,2540,2134411,823156,141978,5.80,109348,2699751,19.02,0.77
40035,Central Florida Regional Transportation Authority,RB,DO,Independent Public Agency or Authority of Transit Service,32,"Orlando, FL",598,1510516,2540,2134411,718035,1040300,0.69,0,3809090,3.66,0.00
40035,Central Florida Regional Transportation Authority,VP,PT,Independent Public Agency or Authority of Transit Service,32,"Orlando, FL",598,1510516,2540,2134411,14022417,434266,32.29,1341180,1743881,4.02,3.09
40036,City of Tallahassee,DR,DO,"City, County or Local Government Unit or Department of Transportation",153,"Tallahassee, FL",127,240223,102,162310,370734,59885,6.19,188525,2768600,46.23,3.15
40036,City of Tallahassee,DR,PT,"City, County or Local Government Unit or Department of Transportation",153,"Tallahassee, FL",127,240223,102,162310,1055496,77934,13.54,84795,1857787,23.84,1.09
40036,City of Tallahassee,DR,TX,"City, County or Local Government Unit or Department of Transportation",153,"Tallahassee, FL",127,240223,102,162310,126131,25202,5.00,60985,409959,16.27,2.42
40036,City of Tallahassee,MB,DO,"City, County or Local Government Unit or Department of Transportation",153,"Tallahassee, FL",127,240223,102,162310,9851322,3448266,2.86,4623904,15638676,4.54,1.34
40036,City of Tallahassee,MB,PT,"City, County or Local Government Unit or Department of Transportation",153,"Tallahassee, FL",127,240223,102,162310,91909,32144,2.86,4205,136867,4.26,0.13
40037,"Board of County Commissioners, Palm Beach County",DR,PT,"City, County or Local Government Unit or Department of Transportation",4,"Miami, FL",1239,5502379,1970,1485941,13419756,1046021,12.83,3099906,34521241,33.00,2.96
40037,"Board of County Commissioners, Palm Beach County",MB,DO,"City, County or Local Government Unit or Department of Transportation",4,"Miami, FL",1239,5502379,1970,1485941,53319973,9056770,5.89,8620524,62682672,6.92,0.95
40038,"Escambia County Board of County Commissioners, FL",DR,PT,"City, County or Local Government Unit or Department of Transportation",113,"Pensacola, FL-AL",233,340067,189,241661,905630,106476,8.51,358060,3415743,32.08,3.36
40038,"Escambia County Board of County Commissioners, FL",MB,DO,"City, County or Local Government Unit or Department of Transportation",113,"Pensacola, FL-AL",233,340067,189,241661,6843819,1398149,4.89,1387257,9711278,6.95,0.99
40040,Jacksonville Transportation Authority,DR,PT,Independent Public Agency or Authority of Transit Service,40,"Jacksonville, FL",530,1065219,1383,1121744,4623940,412360,11.21,1150901,17919298,43.46,2.79
40040,Jacksonville Transportation Authority,FB,PT,Independent Public Agency or Authority of Transit Service,40,"Jacksonville, FL",530,1065219,1383,1121744,190713,423806,0.45,1384078,3086268,7.28,3.27
40040,Jacksonville Transportation Authority,MB,DO,Independent Public Agency or Authority of Transit Service,40,"Jacksonville, FL",530,1065219,1383,1121744,60863642,9968311,6.11,9749678,84544249,8.48,0.98
40040,Jacksonville Transportation Authority,MB,PT,Independent Public Agency or Authority of Transit Service,40,"Jacksonville, FL",530,1065219,1383,1121744,201961,13919,14.51,43564,690830,49.63,3.13
40040,Jacksonville Transportation Authority,MG,DO,Independent Public Agency or Authority of Transit Service,40,"Jacksonville, FL",530,1065219,1383,1121744,660726,796056,0.83,0,7417828,9.32,0.00
40041,Hillsborough Area Regional Transit Authority,DR,DO,Independent Public Agency or Authority of Transit Service,17,"Tampa-St. Petersburg, FL",957,2441770,255,807015,1907491,196897,9.69,789186,6737961,34.22,4.01
40041,Hillsborough Area Regional Transit Authority,MB,DO,Independent Public Agency or Authority of Transit Service,17,"Tampa-St. Petersburg, FL",957,2441770,255,807015,71147498,12032360,5.91,11483278,74513118,6.19,0.95
40041,Hillsborough Area Regional Transit Authority,SR,DO,Independent Public Agency or Authority of Transit Service,17,"Tampa-St. Petersburg, FL",957,2441770,255,807015,1220892,878343,1.39,0,2256938,2.57,0.00
40042,Birmingham-Jefferson County Transit Authority,DR,DO,Independent Public Agency or Authority of Transit Service,55,"Birmingham, AL",530,749495,186,541852,2124079,131471,16.16,178505,6811338,51.81,1.36
40042,Birmingham-Jefferson County Transit Authority,MB,DO,Independent Public Agency or Authority of Transit Service,55,"Birmingham, AL",530,749495,186,541852,17633412,3120707,5.65,1827042,27661077,8.86,0.59
40043,City of Mobile,DR,DO,"City, County or Local Government Unit or Department of Transportation",115,"Mobile, AL",223,326183,138,203418,706514,88149,8.02,205127,2838582,32.20,2.33
40043,City of Mobile,MB,DO,"City, County or Local Government Unit or Department of Transportation",115,"Mobile, AL",223,326183,138,203418,5617680,849876,6.61,625221,7350340,8.65,0.74
40044,City of Montgomery,DR,DO,"City, County or Local Government Unit or Department of Transportation",142,"Montgomery, AL",154,263907,135,205764,240695,23194,10.38,79261,1593722,68.71,3.42
40044,City of Montgomery,MB,DO,"City, County or Local Government Unit or Department of Transportation",142,"Montgomery, AL",154,263907,135,205764,2536909,579203,4.38,500756,6040792,10.43,0.86
40046,Sarasota County ,DR,PT,"City, County or Local Government Unit or Department of Transportation",64,"Sarasota-Bradenton, FL",327,643260,214,410522,2080465,205886,10.10,539984,6554763,31.84,2.62
40046,Sarasota County ,MB,DO,"City, County or Local Government Unit or Department of Transportation",64,"Sarasota-Bradenton, FL",327,643260,214,410522,11142765,2088675,5.33,1471597,19260804,9.22,0.70
40046,Sarasota County ,MB,PT,"City, County or Local Government Unit or Department of Transportation",64,"Sarasota-Bradenton, FL",327,643260,214,410522,995344,329584,3.02,0,1274847,3.87,0.00
40047,Athens-Clarke County Unified Government,DR,DO,"City, County or Local Government Unit or Department of Transportation",249,"Athens-Clarke County, GA",98,128754,44,119980,37590,7256,5.18,23599,494594,68.16,3.25
40047,Athens-Clarke County Unified Government,MB,DO,"City, County or Local Government Unit or Department of Transportation",249,"Athens-Clarke County, GA",98,128754,44,119980,4618863,1273010,3.63,1120005,5158627,4.05,0.88
40051,Town of Chapel Hill,DR,DO,"City, County or Local Government Unit or Department of Transportation",110,"Durham, NC",182,347602,62,80218,312514,68200,4.58,0,3079008,45.15,0.00
40051,Town of Chapel Hill,MB,DO,"City, County or Local Government Unit or Department of Transportation",110,"Durham, NC",182,347602,62,80218,11760560,6573353,1.79,0,16885815,2.57,0.00
40053,Greenville Transit Authority,DR,DO,Independent Public Agency or Authority of Transit Service,93,"Greenville, SC",320,400492,94,187153,52513,9455,5.55,26994,562332,59.47,2.85
40053,Greenville Transit Authority,MB,DO,Independent Public Agency or Authority of Transit Service,93,"Greenville, SC",320,400492,94,187153,4221252,799346,5.28,705882,5735206,7.17,0.88
40057,Jackson Transit Authority,DR,DO,Independent Public Agency or Authority of Transit Service,385,"Jackson, TN",51,71880,48,67265,236611,37277,6.35,249962,985882,26.45,6.71
40057,Jackson Transit Authority,MB,DO,Independent Public Agency or Authority of Transit Service,385,"Jackson, TN",51,71880,48,67265,2252393,409526,5.50,289837,2438060,5.95,0.71
40058,City of Rome ,DR,DO,"City, County or Local Government Unit or Department of Transportation",444,"Rome, GA",48,60851,32,36323,123927,23767,5.21,140392,359605,15.13,5.91
40058,City of Rome ,MB,DO,"City, County or Local Government Unit or Department of Transportation",444,"Rome, GA",48,60851,32,36323,4995157,1089575,4.58,661707,2967812,2.72,0.61
40063,Brevard Board of County Commissioners,DR,DO,"City, County or Local Government Unit or Department of Transportation",84,"Palm Bay-Melbourne, FL",232,452791,1557,579130,1959634,126428,15.50,605620,5554884,43.94,4.79
40063,Brevard Board of County Commissioners,DR,PT,"City, County or Local Government Unit or Department of Transportation",84,"Palm Bay-Melbourne, FL",232,452791,1557,579130,460660,69403,6.64,221646,317687,4.58,3.19
40063,Brevard Board of County Commissioners,MB,DO,"City, County or Local Government Unit or Department of Transportation",84,"Palm Bay-Melbourne, FL",232,452791,1557,579130,11891117,2054268,5.79,760249,7917068,3.85,0.37
40063,Brevard Board of County Commissioners,VP,PT,"City, County or Local Government Unit or Department of Transportation",84,"Palm Bay-Melbourne, FL",232,452791,1557,579130,3668119,85185,43.06,472782,513227,6.02,5.55
